hike_name,Field1_links,difficulty,distance,elevation,URL,latitude,longitude,drive_time
Cook and Green Loop Hike,https://www.oregonhikers.org/field_guide/Cook_and_Green_Loop_Hike,Difficult,15.5 miles,"3,500 feet",https://www.oregonhikers.org/field_guide/Cook_and_Green_Lower_Trailhead,Latitude: 41.98061,Longitude: -123.17793,5.5 hours
Cooper Spur Hike,https://www.oregonhikers.org/field_guide/Cooper_Spur_Hike,Moderate,7.1 miles,2680 feet,https://www.oregonhikers.org/field_guide/Cloud_Cap_Trailhead,Latitude: 45.40243,Longitude: -121.65486,2 hours
Cooper Spur via Tilly Jane Ski Trail Hike,https://www.oregonhikers.org/field_guide/Cooper_Spur_via_Tilly_Jane_Ski_Trail_Hike,Difficult,11.6 miles,"4,600 feet",https://www.oregonhikers.org/field_guide/Tilly_Jane_Sno_Park_Trailhead,Latitude: 45.4145,Longitude: -121.6034,1.75 hours
Cougar Rock via Elevator Shaft Hike,https://www.oregonhikers.org/field_guide/Cougar_Rock_via_Elevator_Shaft_Hike,Difficult,6.7 miles,"1,860 feet",https://www.oregonhikers.org/field_guide/Multnomah_Falls_Trailhead,Latitude: 45.57893,Longitude: -122.11841,40 minutes
Crater Lake via Little Kettle Creek Hike,https://www.oregonhikers.org/field_guide/Crater_Lake_via_Little_Kettle_Creek_Hike,Difficult,13.6 miles,"3,490 feet",https://www.oregonhikers.org/field_guide/East_Eagle_Equestrian_Trailhead,Latitude: 45.04774,Longitude: -117.32771,6.5 hours
Crescent Mountain Hike,https://www.oregonhikers.org/field_guide/Crescent_Mountain_Hike,Difficult,9 miles,"2,200 feet",https://www.oregonhikers.org/field_guide/Crescent_Mountain_Trailhead,Latitude: 44.42915,Longitude: -122.02995,3 hours
Criterion Tract Loop Hike,https://www.oregonhikers.org/field_guide/Criterion_Tract_Loop_Hike,Moderate,12.6 miles,"1,570 feet",https://www.oregonhikers.org/field_guide/Criterion_North_Trailhead,Latitude: 45.0489,Longitude: -121.0081,140 minutes
Deschutes River from Macks Canyon Hike,https://www.oregonhikers.org/field_guide/Deschutes_River_from_Macks_Canyon_Hike,Difficult,23.6 miles,350 feet,https://www.oregonhikers.org/field_guide/Macks_Canyon_Trailhead,Latitude: 45.3867,Longitude: -120.8732,2.5 hours
Devils Peak from Cool Creek Hike,https://www.oregonhikers.org/field_guide/Devils_Peak_from_Cool_Creek_Hike,Difficult,7.6 miles,"3,200 feet",https://www.oregonhikers.org/field_guide/Cool_Creek_Trailhead,Latitude: 45.29724,Longitude: -121.88349,1.5 hours
Devils Peak from Hunchback Mountain Hike,https://www.oregonhikers.org/field_guide/Devils_Peak_from_Hunchback_Mountain_Hike,Difficult,18 miles,"5,940 feet",https://www.oregonhikers.org/field_guide/Hunchback_Mountain_Trailhead,Latitude: 45.3423,Longitude: -121.9405,60 minutes
Dog mountain hike,https://www.oregonhikers.org/field_guide/Dog_mountain_hike,Difficult,6.9 miles,"2,800 feet",https://www.oregonhikers.org/field_guide/Dog_Mountain_Trailhead,Latitude: 45.69925,Longitude: -121.70843,70 minutes
Dolason Prairie to Tall Trees Hike,https://www.oregonhikers.org/field_guide/Dolason_Prairie_to_Tall_Trees_Hike,Difficult,12.9 miles,"3,390 feet",https://www.oregonhikers.org/field_guide/Dolason_Prairie_Trailhead,Latitude: 41.20536,Longitude: -123.95096,410 minutes
Dome Rock-Tumble Lake Hike,https://www.oregonhikers.org/field_guide/Dome_Rock-Tumble_Lake_Hike,Difficult,14 miles,"4,520 feet",https://www.oregonhikers.org/field_guide/Tumble_Ridge_Trailhead,Latitude: 44.7225,Longitude: -122.1876,100 minutes
Dry Ridge Hike,https://www.oregonhikers.org/field_guide/Dry_Ridge_Hike,Difficult,14 miles,"3,415 feet",https://www.oregonhikers.org/field_guide/Dry_Ridge_Trailhead,Latitude: 45.15857,Longitude: -122.11591,65 minutes
Dublin Lake Hike,https://www.oregonhikers.org/field_guide/Dublin_Lake_Hike,Difficult,13.8 miles,"3,780 feet",https://www.oregonhikers.org/field_guide/Tooth_Rock_Trailhead,Latitude: 45.63455,Longitude: -121.94816,45 minutes
Eagle Creek to Wahtum Lake Hike,https://www.oregonhikers.org/field_guide/Eagle_Creek_to_Wahtum_Lake_Hike,Difficult,26.5 miles,"5,310 feet",https://www.oregonhikers.org/field_guide/Eagle_Creek_Trailhead,Latitude: 45.63653,Longitude: -121.91947,45 minutes
Eagle-Benson Loop Hike,https://www.oregonhikers.org/field_guide/Eagle-Benson_Loop_Hike,Difficult,15.8 miles,"4,260 feet",https://www.oregonhikers.org/field_guide/Eagle_Creek_Trailhead,Latitude: 45.63653,Longitude: -121.91947,45 minutes
East Fork Wallowa River Hike,https://www.oregonhikers.org/field_guide/East_Fork_Wallowa_River_Hike,Difficult,17 miles,"4,620 feet",https://www.oregonhikers.org/field_guide/Wallowa_Lake_Trailhead,Latitude: 45.267040,Longitude: -117.212834,5.5 hours
Elk Cove from Cloud Cap Hike,https://www.oregonhikers.org/field_guide/Elk_Cove_from_Cloud_Cap_Hike,Difficult,11.6 miles,"2,200 feet",https://www.oregonhikers.org/field_guide/Cloud_Cap_Trailhead,Latitude: 45.40243,Longitude: -121.65486,2 hours
Elk Mountain-Kings Mountain Loop Hike,https://www.oregonhikers.org/field_guide/Elk_Mountain-Kings_Mountain_Loop_Hike,Difficult,10.8 miles,"3,850 feet",https://www.oregonhikers.org/field_guide/Elk_Creek_Trailhead,Latitude: 45.6103,Longitude: -123.4666,1 hour
Elkhorn Crest Hike,https://www.oregonhikers.org/field_guide/Elkhorn_Crest_Hike,Difficult,12.5 miles,"3,600 feet",https://www.oregonhikers.org/field_guide/Marble_Pass_Trailhead,Latitude: 44.7733,Longitude: -118.0438,6 hours
Enchanted Valley Hike,https://www.oregonhikers.org/field_guide/Enchanted_Valley_Hike,Difficult,12.5 miles,"2,100 feet",https://www.oregonhikers.org/field_guide/Graves_Creek_Trailhead,Latitude: 47.57255,Longitude: -123.56997,245 minutes
Enright via North Fork Hike,https://www.oregonhikers.org/field_guide/Enright_via_North_Fork_Hike,Difficult,9.4 miles,490 feet,https://www.oregonhikers.org/field_guide/North_Fork_Salmonberry_Trailhead,Latitude: 45.72835,Longitude: -123.50620,2 hours
Fish Lake Loop Hike,https://www.oregonhikers.org/field_guide/Fish_Lake_Loop_Hike,Difficult,13 miles,"1,900 feet",https://www.oregonhikers.org/field_guide/Fish_Lake_Trailhead,Latitude: 43.09356,Longitude: -122.51847,6.5 hours
Fossil Trail Loop Hike,https://www.oregonhikers.org/field_guide/Fossil_Trail_Loop_Hike,Difficult,12.9 miles,"2,000 feet",https://www.oregonhikers.org/field_guide/Kalama_Horse_Camp_Trailhead,Latitude: 46.14307,Longitude: -122.32381,90 minutes
Gales Creek Hike,https://www.oregonhikers.org/field_guide/Gales_Creek_Hike,Difficult,13.6 miles,"2,040 feet",https://www.oregonhikers.org/field_guide/Gales_Creek_Trailhead,Latitude: 45.64231,Longitude: -123.35926,50 minutes
Goat Lake Loop Hike,https://www.oregonhikers.org/field_guide/Goat_Lake_Loop_Hike,Difficult,12.8 miles,2590 feet,https://www.oregonhikers.org/field_guide/Snowgrass_Flat_Trailhead,Latitude: 46.4636,Longitude: -121.5182,3.5 hours
Goat Rocks Traverse,https://www.oregonhikers.org/field_guide/Goat_Rocks_Traverse,Difficult,25 miles,"6,500 feet",https://www.oregonhikers.org/field_guide/Walupt_Lake_Trailhead,Latitude: 46.4228,Longitude: -121.4712,3.5 hours
Gooseneck Loop Hike,https://www.oregonhikers.org/field_guide/Gooseneck_Loop_Hike,Difficult,10.6 miles,"1,485 feet",https://www.oregonhikers.org/field_guide/Murtha_Ranch_Trailhead,Latitude: 45.4807,Longitude: -120.4640,130 minutes
Gordon Butte-Douglas Cabin Loop Hike,https://www.oregonhikers.org/field_guide/Gordon_Butte-Douglas_Cabin_Loop_Hike,Difficult,9.5 miles,"2,925 feet",https://www.oregonhikers.org/field_guide/Sunset_Spring_Trailhead,Latitude: 45.32380,Longitude: -121.47617,130 minutes
Grand Valley Badger Valley Loop Hike,https://www.oregonhikers.org/field_guide/Grand_Valley_Badger_Valley_Loop_Hike,Difficult,14 miles,"4,250 feet",https://www.oregonhikers.org/field_guide/Obstruction_Point_Trailhead,Latitude: 47.91829,Longitude: -123.38287,5 hours
Green Canyon-Salmon River Loop Hike,https://www.oregonhikers.org/field_guide/Green_Canyon-Salmon_River_Loop_Hike,Difficult,15.6 miles,"4,355 feet",https://www.oregonhikers.org/field_guide/Salmon_River_West_Trailhead,Latitude: 45.27813,Longitude: -121.93965,65 minutes
Herman Creek Hike,https://www.oregonhikers.org/field_guide/Herman_Creek_Hike,Difficult,15.4 miles,"2,970 feet",https://www.oregonhikers.org/field_guide/Herman_Creek_Trailhead,Latitude: 45.68280,Longitude: -121.84249,1 hour
Hoh River to Blue Glacier Hike,https://www.oregonhikers.org/field_guide/Hoh_River_to_Blue_Glacier_Hike,Difficult,34.6 miles,"5,170 feet",https://www.oregonhikers.org/field_guide/Hoh_River_Trailhead,Latitude: 47.8602,Longitude: -123.9345,5 hours
Horseshoe Ridge Loop Hike,https://www.oregonhikers.org/field_guide/Horseshoe_Ridge_Loop_Hike,Difficult,12.1 miles,"3,405 feet",https://www.oregonhikers.org/field_guide/Siouxon_Trailhead,Latitude: 45.94652,Longitude: -122.17780,95 minutes
Huckleberry Mountain via Bonanza Trail Hike,https://www.oregonhikers.org/field_guide/Huckleberry_Mountain_via_Bonanza_Trail_Hike,Difficult,11.8 miles,"3,485 feet",https://www.oregonhikers.org/field_guide/Bonanza_Trailhead,Latitude: 45.31862,Longitude: -121.95555,65 minutes
Huffman Peak Loop Hike,https://www.oregonhikers.org/field_guide/Huffman_Peak_Loop_Hike,Difficult,13.3 miles,"4,205 feet",https://www.oregonhikers.org/field_guide/Siouxon_Trailhead,Latitude: 45.94652,Longitude: -122.17780,95 minutes
Hunchback Mountain Hike,https://www.oregonhikers.org/field_guide/Hunchback_Mountain_Hike,Difficult,9 miles,"3,270 feet",https://www.oregonhikers.org/field_guide/Hunchback_Mountain_Trailhead,Latitude: 45.3423,Longitude: -121.9405,60 minutes
Huxley Lake-Roaring River Hike,https://www.oregonhikers.org/field_guide/Huxley_Lake-Roaring_River_Hike,Difficult,9.2 miles,"3,060 feet",https://www.oregonhikers.org/field_guide/Huxley_Lake_Trailhead,Latitude: 45.21186,Longitude: -122.06586,90 minutes
Ice Lake Hike,https://www.oregonhikers.org/field_guide/Ice_Lake_Hike,Difficult,15.4 miles,"3,380 feet",https://www.oregonhikers.org/field_guide/Wallowa_Lake_Trailhead,Latitude: 45.267040,Longitude: -117.212834,5.5 hours
Illinois River Hike,https://www.oregonhikers.org/field_guide/Illinois_River_Hike,Difficult,30 miles,"4,000 feet",https://www.oregonhikers.org/field_guide/Oak_Flat_Trailhead,Latitude: 42.5191,Longitude: -124.04212,6 hours
Jefferson Park from South Breitenbush Trailhead,https://www.oregonhikers.org/field_guide/Jefferson_Park_from_South_Breitenbush_Trailhead,Difficult,13 miles,"2,900 feet",https://www.oregonhikers.org/field_guide/South_Breitenbush_Trailhead,Latitude: 44.7428622049391,Longitude: -121.88803195953369,2.5 hours
Kinzel Lake Hike,https://www.oregonhikers.org/field_guide/Kinzel_Lake_Hike,Difficult,17.2 miles,"3,455 feet",https://www.oregonhikers.org/field_guide/Salmon_River_West_Trailhead,Latitude: 45.27813,Longitude: -121.93965,65 minutes
Lake Lenore Hike,https://www.oregonhikers.org/field_guide/Lake_Lenore_Hike,Difficult,13.6 miles,"3,345 feet",https://www.oregonhikers.org/field_guide/Bull_of_the_Woods_Trailhead,Latitude: 44.92262,Longitude: -122.10261,115 minutes
Lamberson Spur Loop Hike,https://www.oregonhikers.org/field_guide/Lamberson_Spur_Loop_Hike,Difficult,18.3 miles,"5,035 feet",https://www.oregonhikers.org/field_guide/Tamanawas_Falls_Trailhead,Latitude: 45.3972,Longitude: -121.5718,100 minutes
Larch Mountain Hike,https://www.oregonhikers.org/field_guide/Larch_Mountain_Hike,Difficult,14.4 miles,"4,010 feet",https://www.oregonhikers.org/field_guide/Multnomah_Falls_Trailhead,Latitude: 45.57893,Longitude: -122.11841,40 minutes
Larch Mountain via Oneonta Trail Hike,https://www.oregonhikers.org/field_guide/Larch_Mountain_via_Oneonta_Trail_Hike,Difficult,17.2 miles,"4,400 feet",https://www.oregonhikers.org/field_guide/Oneonta_Trailhead,Latitude: 45.58849,Longitude: -122.07849,45 minutes
Linton Falls Add-on Hike,https://www.oregonhikers.org/field_guide/Linton_Falls_Add-on_Hike,Difficult,1 miles,700 feet,https://www.oregonhikers.org/field_guide/Linton_Lake_Hike,Latitude: 44.17663,Longitude: -121.91400,2.75 hours
Little Mount Adams Hike,https://www.oregonhikers.org/field_guide/Little_Mount_Adams_Hike,Difficult,6.9 miles,"2,030 feet",https://www.oregonhikers.org/field_guide/Hellroaring_Creek_Trailhead,Latitude: 46.16121,Longitude: -121.40086,140 minutes
Lone Pilot Loop Hike,https://www.oregonhikers.org/field_guide/Lone_Pilot_Loop_Hike,Difficult,17 miles,"3,000 feet",https://www.oregonhikers.org/field_guide/Pilot_Rock_Trailhead,Latitude: 42.03059,Longitude: -122.57022,5.5 hours
Lookout Mountain-Gumjuwac Creek Loop Hike,https://www.oregonhikers.org/field_guide/Lookout_Mountain-Gumjuwac_Creek_Loop_Hike,Difficult,14.2 miles,"3,835 feet",https://www.oregonhikers.org/field_guide/High_Prairie_Trailhead,Latitude: 45.35238,Longitude: -121.53120,110 minutes
Lookout and Little Lookout Mountains Hike,https://www.oregonhikers.org/field_guide/Lookout_and_Little_Lookout_Mountains_Hike,Difficult,10.6 miles,"3,050 feet",https://www.oregonhikers.org/field_guide/East_Fork_Trailhead,Latitude: 45.8235,Longitude: -122.1645,80 minutes
Loowit Falls via Truman Trail Hike,https://www.oregonhikers.org/field_guide/Loowit_Falls_via_Truman_Trail_Hike,Difficult,14.6 miles,"2,470 feet",https://www.oregonhikers.org/field_guide/Johnston_Ridge_Observatory_Trailhead,Latitude: 46.27757,Longitude: -122.21603,140 minutes
Mark O. Hatfield Trail Hike,https://www.oregonhikers.org/field_guide/Mark_O._Hatfield_Trail_Hike,Difficult,60 miles,"13,500 feet",https://www.oregonhikers.org/field_guide/Multnomah_Falls_Trailhead,Latitude: 45.57893,Longitude: -122.11841,40 minutes
Matterhorn Add-on Hike,https://www.oregonhikers.org/field_guide/Matterhorn_Add-on_Hike,Difficult,3.6 miles,"1,980 feet",https://www.oregonhikers.org/field_guide/Ice_Lake_Hike,Latitude: 45.267040,Longitude: -117.212834,5.5 hours
McNeil Point Hike,https://www.oregonhikers.org/field_guide/McNeil_Point_Hike,Difficult,10.4 miles,"2,200 feet",https://www.oregonhikers.org/field_guide/Top_Spur_Trailhead,Latitude: 45.40775,Longitude: -121.78589,100 minutes
Mill Creek Wilderness Loop Hike,https://www.oregonhikers.org/field_guide/Mill_Creek_Wilderness_Loop_Hike,Difficult,26.9 miles,"3,500 feet",https://www.oregonhikers.org/field_guide/South_Twin_Pillars_Trailhead,Latitude: 44.43971,Longitude: -120.58078,3.5 hours
Monte Carlo-Monte Cristo Loop Hike,https://www.oregonhikers.org/field_guide/Monte_Carlo-Monte_Cristo_Loop_Hike,Difficult,11.8 miles,"4,070 feet",https://www.oregonhikers.org/field_guide/Monte_Carlo_Trailhead,Latitude: 45.87085,Longitude: -121.62413,90 minutes
Mother Lode Loop Hike,https://www.oregonhikers.org/field_guide/Mother_Lode_Loop_Hike,Difficult,13.5 miles,"3,650 feet",https://www.oregonhikers.org/field_guide/Pansy_Lake_Trailhead,Latitude: 44.89991,Longitude: -122.11636,2 hours
Mount Adams Summit Hike,https://www.oregonhikers.org/field_guide/Mount_Adams_Summit_Hike,Difficult,12.4 miles,"6,740 feet",https://www.oregonhikers.org/field_guide/South_Climb_Trailhead,Latitude: 46.13623,Longitude: -121.49754,2 hours
Mount Beachie via Byars Peak Hike,https://www.oregonhikers.org/field_guide/Mount_Beachie_via_Byars_Peak_Hike,Difficult,9.2 miles,"2,085 feet",https://www.oregonhikers.org/field_guide/French_Creek_Ridge_East_Trailhead,Latitude: 44.7731,Longitude: -122.1399,125 minutes
Mount Defiance from Columbia River Hike,https://www.oregonhikers.org/field_guide/Mount_Defiance_from_Columbia_River_Hike,Difficult,11.6 miles,"4,840 feet",https://www.oregonhikers.org/field_guide/Starvation_Creek_Trailhead,Latitude: 45.68848,Longitude: -121.69031,1 hour
Mount Defiance-Starvation Ridge Loop Hike,https://www.oregonhikers.org/field_guide/Mount_Defiance-Starvation_Ridge_Loop_Hike,Difficult,12.8 miles,"4,970 feet",https://www.oregonhikers.org/field_guide/Starvation_Creek_Trailhead,Latitude: 45.68848,Longitude: -121.69031,1 hour
Mount Hebo Hike,https://www.oregonhikers.org/field_guide/Mount_Hebo_Hike,Difficult,16 miles,"3,230 feet",https://www.oregonhikers.org/field_guide/Hebo_Lake_Trailhead,Latitude: 45.23003,Longitude: -123.79559,115 minutes
Mount Saint Helens Hike,https://www.oregonhikers.org/field_guide/Mount_Saint_Helens_Hike,Difficult,9.6 miles,"4,665 feet",https://www.oregonhikers.org/field_guide/Climber%27s_Bivouac_Trailhead,Latitude: 46.14639,Longitude: -122.18324,2 hours
Mount Saint Helens via Butte Camp Hike,https://www.oregonhikers.org/field_guide/Mount_Saint_Helens_via_Butte_Camp_Hike,Difficult,13.2 miles,"5,305 feet",https://www.oregonhikers.org/field_guide/Red_Rock_Pass_Trailhead,Latitude: 46.14366,Longitude: -122.23500,100 minutes
Mount Thielsen Hike,https://www.oregonhikers.org/field_guide/Mount_Thielsen_Hike,Difficult,9.4 miles,"3,780 feet",https://www.oregonhikers.org/field_guide/Mount_Thielsen_Trailhead,Latitude: 43.1462,Longitude: -122.1276,4 hours
Mountain Lakes via Varney Creek Hike,https://www.oregonhikers.org/field_guide/Mountain_Lakes_via_Varney_Creek_Hike,Difficult,16.8 miles,"2,870 feet",https://www.oregonhikers.org/field_guide/Varney_Creek_Trailhead,Latitude: 42.39975,Longitude: -122.10114,5 hours
Muddy Fork Loop Hike,https://www.oregonhikers.org/field_guide/Muddy_Fork_Loop_Hike,Difficult,13.8 miles,"2,585 feet",https://www.oregonhikers.org/field_guide/Ramona_Falls_Trailhead,Latitude: 45.38696,Longitude: -121.83221,75 minutes
Mule Mountain Loop Hike,https://www.oregonhikers.org/field_guide/Mule_Mountain_Loop_Hike,Difficult,11.9 miles,"4,000 feet",https://www.oregonhikers.org/field_guide/Mule_Mountain_Trailhead,Latitude: 42.1024,Longitude: -123.0613,5.5 hours
Munra Point from Wahclella Hike,https://www.oregonhikers.org/field_guide/Munra_Point_from_Wahclella_Hike,Difficult,5.8 miles,"1,870 feet",https://www.oregonhikers.org/field_guide/John_B_Yeon_Trailhead,Latitude: 45.6124,Longitude: -122.00428,45 minutes
Munra Point from Yeon Trailhead Hike,https://www.oregonhikers.org/field_guide/Munra_Point_from_Yeon_Trailhead_Hike,Difficult,6 miles,"2,270 feet",https://www.oregonhikers.org/field_guide/John_B_Yeon_Trailhead,Latitude: 45.6124,Longitude: -122.00428,45 minutes
