hike_name,Field1_links,difficulty,distance,elevation,URL,latitude,longitude,drive_time
Ancient Juniper Loop Hike,https://www.oregonhikers.org/field_guide/Ancient_Juniper_Loop_Hike,Easy,3.1 miles,120 feet,https://www.oregonhikers.org/field_guide/Flatiron_Rock_Trailhead,Latitude: 43.95779,Longitude: -121.05192,3.75 hours
Ape Cave Hike,https://www.oregonhikers.org/field_guide/Ape_Cave_Hike,Easy,2 miles,180 feet,https://www.oregonhikers.org/field_guide/Ape_Cave_Trailhead,Latitude: 46.108408,Longitude: -122.211442,100 minutes
Arboretum to Pittock Mansion Hike,https://www.oregonhikers.org/field_guide/Arboretum_to_Pittock_Mansion_Hike,Easy,3.9 miles,625 feet,https://www.oregonhikers.org/field_guide/Hoyt_Arboretum_Trailhead,Latitude: 45.51530,Longitude: -122.71597,15 minutes
Ascension Trail to Bull Mountain Hike,https://www.oregonhikers.org/field_guide/Ascension_Trail_to_Bull_Mountain_Hike,Easy,2.5 miles,460 feet,https://www.oregonhikers.org/field_guide/Fern_Street_Trailhead,Latitude: 45.42765,Longitude: -122.81963,20 minutes
Astoria Demonstration Forest Hike,https://www.oregonhikers.org/field_guide/Astoria_Demonstration_Forest_Hike,Easy,2.4 miles,140 feet,https://www.oregonhikers.org/field_guide/Astoria_Demonstration_Forest_Trailhead,Latitude: 46.15359,Longitude: -123.79636,115 minutes
Astoria Riverwalk Hike,https://www.oregonhikers.org/field_guide/Astoria_Riverwalk_Hike,Easy,12.8 miles,0 feet,https://www.oregonhikers.org/field_guide/Smith_Point_Trailhead,Latitude: 46.18455,Longitude: -123.86291,115 minutes
Audubon Sanctuaries Loop Hike,https://www.oregonhikers.org/field_guide/Audubon_Sanctuaries_Loop_Hike,Easy,3 miles,740 feet,https://www.oregonhikers.org/field_guide/Audubon_Sanctuary_Trailhead,Latitude: 45.52676,Longitude: -122.73013,10 minutes
Avery Park Loop Hike,https://www.oregonhikers.org/field_guide/Avery_Park_Loop_Hike,Easy,1.3 miles,30 feet,https://www.oregonhikers.org/field_guide/Avery_Park_Trailhead,Latitude: 44.5554,Longitude: -123.2729,85 minutes
Bagby Hot Springs Hike,https://www.oregonhikers.org/field_guide/Bagby_Hot_Springs_Hike,Easy,3.4 miles,200 feet,https://www.oregonhikers.org/field_guide/Bagby_Hot_Springs_Trailhead,Latitude: 44.95402,Longitude: -122.17023,90 minutes
Balch Canyon Loop Hike,https://www.oregonhikers.org/field_guide/Balch_Canyon_Loop_Hike,Easy,2.1 miles,350 feet,https://www.oregonhikers.org/field_guide/Aspen_Trailhead,Latitude: 45.5361,Longitude: -122.7188,10 minutes
Bald Hill Loop Hike,https://www.oregonhikers.org/field_guide/Bald_Hill_Loop_Hike,Easy,3.1 miles,440 feet,https://www.oregonhikers.org/field_guide/Oak_Creek_Trailhead_(Bald_Hill),Latitude: 44.57635,Longitude: -123.32621,85 minutes
Bald Mountain from Top Spur Hike,https://www.oregonhikers.org/field_guide/Bald_Mountain_from_Top_Spur_Hike,Easy,2 miles,550 feet,https://www.oregonhikers.org/field_guide/Top_Spur_Trailhead,Latitude: 45.40775,Longitude: -121.78589,100 minutes
Balfour-Klickitat Loop Hike,https://www.oregonhikers.org/field_guide/Balfour-Klickitat_Loop_Hike,Easy,0.7 miles,115 feet,https://www.oregonhikers.org/field_guide/Balfour-Klickitat_Trailhead,Latitude: 45.69931,Longitude: -121.29345,80 minutes
Bandon Beach Hike,https://www.oregonhikers.org/field_guide/Bandon_Beach_Hike,Easy,7.4 miles,45 feet,https://www.oregonhikers.org/field_guide/Coquille_River_South_Jetty_Trailhead,Latitude: 43.1222,Longitude: -124.4283,4.5 hours
Barlow Wayside Loop Hike,https://www.oregonhikers.org/field_guide/Barlow_Wayside_Loop_Hike,Easy,2.7 miles,185 feet,https://www.oregonhikers.org/field_guide/Barlow_Wayside_Trailhead,Latitude: 45.3825,Longitude: -122.0374,60 minutes
Bates State Park Loop Hike,https://www.oregonhikers.org/field_guide/Bates_State_Park_Loop_Hike,Easy,2.3 miles,140 feet,https://www.oregonhikers.org/field_guide/Bates_Trailhead,Latitude: 44.5913,Longitude: -118.5131,5.75 hours
Battle Ground Lake Loop Hike,https://www.oregonhikers.org/field_guide/Battle_Ground_Lake_Loop_Hike,Easy,2.1 miles,205 feet,https://www.oregonhikers.org/field_guide/Battle_Ground_Lake_Trailhead,Latitude: 45.80288,Longitude: -122.49089,40 minutes
Bear Lake Hike,https://www.oregonhikers.org/field_guide/Bear_Lake_Hike,Easy,2.6 miles,480 feet,https://www.oregonhikers.org/field_guide/Upper_Mount_Defiance_Trailhead,Latitude: 45.63621,Longitude: -121.74248,100 minutes
Bear lake hike,https://www.oregonhikers.org/field_guide/Bear_lake_hike,Easy,2.6 miles,480 feet,https://www.oregonhikers.org/field_guide/Upper_Mount_Defiance_Trailhead,Latitude: 45.63621,Longitude: -121.74248,100 minutes
Beaver Bay Hike,https://www.oregonhikers.org/field_guide/Beaver_Bay_Hike,Easy,3.9 miles,195 feet,https://www.oregonhikers.org/field_guide/Beaver_Bay_Trailhead,Latitude: 46.06142,Longitude: -122.26358,70 minutes
Beaver Creek Loop Hike,https://www.oregonhikers.org/field_guide/Beaver_Creek_Loop_Hike,Easy,4.6 miles,440 feet,https://www.oregonhikers.org/field_guide/Beaver_Creek_Trailhead_(Brian_Booth),Latitude: 44.5144,Longitude: -124.0499,150 minutes
Beaver Falls Hike,https://www.oregonhikers.org/field_guide/Beaver_Falls_Hike,Easy,0.7 miles,100 feet,https://www.oregonhikers.org/field_guide/Beaver_Falls_Trailhead,Latitude: 46.10387,Longitude: -123.12982,80 minutes
Beazell Memorial Forest Loop Hike,https://www.oregonhikers.org/field_guide/Beazell_Memorial_Forest_Loop_Hike,Easy,3.9 miles,885 feet,https://www.oregonhikers.org/field_guide/Beazell_Forest_Trailhead,Latitude: 44.65204,Longitude: -123.42527,2 hours
Bessie butte hike,https://www.oregonhikers.org/field_guide/Bessie_butte_hike,Easy,1.58 miles,496 feet,https://www.oregonhikers.org/field_guide/Bessie_Butte_Trailhead,Latitude: 43.95121,Longitude: -121.26262,3.5 hours
Big Creek Falls Hike,https://www.oregonhikers.org/field_guide/Big_Creek_Falls_Hike,Easy,1.4 miles,180 feet,https://www.oregonhikers.org/field_guide/Big_Creek_Falls_Trailhead,Latitude: 46.09328,Longitude: -121.90723,2.25 hours
Big Creek-Forest Park Hike,https://www.oregonhikers.org/field_guide/Big_Creek-Forest_Park_Hike,Easy,3.6 miles,560 feet,https://www.oregonhikers.org/field_guide/Agate_Beach_Trailhead,Latitude: 44.65927,Longitude: -124.05532,135 minutes
Big Obsidian Flow Loop Hike,https://www.oregonhikers.org/field_guide/Big_Obsidian_Flow_Loop_Hike,Easy,0.8 miles,200 feet,https://www.oregonhikers.org/field_guide/Big_Obsidian_Flow_Trailhead,Latitude: 43.70655,Longitude: -121.23580,235 minutes
Big Pine Loop Hike,https://www.oregonhikers.org/field_guide/Big_Pine_Loop_Hike,Easy,4.2 miles,180 feet,https://www.oregonhikers.org/field_guide/Big_Pine_Trailhead,Latitude: 43.76979,Longitude: -121.51834,3.75 hours
Black Lake Loop Hike,https://www.oregonhikers.org/field_guide/Black_Lake_Loop_Hike,Easy,2.6 miles,150 feet,https://www.oregonhikers.org/field_guide/Black_Lake_Trailhead,Latitude: 46.31401,Longitude: -124.04256,130 minutes
Black Wolf Meadows-Anvil Lake Hike,https://www.oregonhikers.org/field_guide/Black_Wolf_Meadows-Anvil_Lake_Hike,Easy,2.6 miles,170 feet,https://www.oregonhikers.org/field_guide/Anvil_Lake_Trailhead,Latitude: 45.14646,Longitude: -121.87041,95 minutes
Bloom Lake Hike,https://www.oregonhikers.org/field_guide/Bloom_Lake_Hike,Easy,3.4 miles,675 feet,https://www.oregonhikers.org/field_guide/Bloom_Lake_Trailhead,Latitude: 45.8380,Longitude: -123.5136,60 minutes
Blue Horse Loop Hike,https://www.oregonhikers.org/field_guide/Blue_Horse_Loop_Hike,Easy,5.2 miles,560 feet,https://www.oregonhikers.org/field_guide/Blue_Lake_Trailhead,Latitude: 46.16650,Longitude: -122.26228,90 minutes
Blue Lake Park Loop Hike,https://www.oregonhikers.org/field_guide/Blue_Lake_Park_Loop_Hike,Easy,2 miles,30 feet,https://www.oregonhikers.org/field_guide/Blue_Lake_Park_Trailhead,Latitude: 45.55566,Longitude: -122.44746,20 minutes
Bob Bammert Grove Hike,https://www.oregonhikers.org/field_guide/Bob_Bammert_Grove_Hike,Easy,1.2 miles,315 feet,https://www.oregonhikers.org/field_guide/Bob_Bammert_Trailhead,Latitude: 46.8960,Longitude: -123.0966,2 hours
Bobby Lake Hike,https://www.oregonhikers.org/field_guide/Bobby_Lake_Hike,Easy,4.2 miles,275 feet,https://www.oregonhikers.org/field_guide/Bobby_and_Betty_Lakes_Trailhead,Latitude: 43.6718,Longitude: -122.0200,185 minutes
Bonney Butte Hike,https://www.oregonhikers.org/field_guide/Bonney_Butte_Hike,Easy,1.2 miles,220 feet,https://www.oregonhikers.org/field_guide/Bonney_Butte_Trailhead,Latitude: 45.26706,Longitude: -121.58939,115 minutes
Bridal Veil Falls Hike,https://www.oregonhikers.org/field_guide/Bridal_Veil_Falls_Hike,Easy,1.4 miles,205 feet,https://www.oregonhikers.org/field_guide/Bridal_Veil_Trailhead,Latitude: 45.55346,Longitude: -122.18291,35 minutes
Browns Ferry Hike,https://www.oregonhikers.org/field_guide/Browns_Ferry_Hike,Easy,2.1 miles,25 feet,https://www.oregonhikers.org/field_guide/Nyberg_Lane_Trailhead,Latitude: 45.3833,Longitude: -122.7407,20 minutes
Bryant Woods-Canal Acres Loop Hike,https://www.oregonhikers.org/field_guide/Bryant_Woods-Canal_Acres_Loop_Hike,Easy,1.7 miles,40 feet,https://www.oregonhikers.org/field_guide/Bryant_Woods_Trailhead,Latitude: 45.38646,Longitude: -122.72092,20 minutes
Buck Creek Falls Loop Hike,https://www.oregonhikers.org/field_guide/Buck_Creek_Falls_Loop_Hike,Easy,2.8 miles,770 feet,https://www.oregonhikers.org/field_guide/Lower_Buck_Creek_Trailhead_(Washington_DNR),Latitude: 45.80295,Longitude: -121.53549,75 minutes
Buck Creek on Larch Mountain Hike,https://www.oregonhikers.org/field_guide/Buck_Creek_on_Larch_Mountain_Hike,Easy,1.8 miles,310 feet,https://www.oregonhikers.org/field_guide/Buck_Creek_Trailhead_(Larch_Mountain),Latitude: 45.51778,Longitude: -122.17206,40 minutes
Bullards Beach Hike,https://www.oregonhikers.org/field_guide/Bullards_Beach_Hike,Easy,4.6 miles,30 feet,https://www.oregonhikers.org/field_guide/Bullards_Beach_Trailhead,Latitude: 43.1455,Longitude: -124.4156,280 minutes
Burnside Park-Maddax Woods Hike,https://www.oregonhikers.org/field_guide/Burnside_Park-Maddax_Woods_Hike,Easy,1.1 miles,115 feet,https://www.oregonhikers.org/field_guide/Edgewater_Court_Trailhead,Latitude: 45.3733,Longitude: -122.6203,20 minutes
Burnt Bridge Creek Hike,https://www.oregonhikers.org/field_guide/Burnt_Bridge_Creek_Hike,Easy,8.1 miles,180 feet,https://www.oregonhikers.org/field_guide/Stewart_Glen_Trailhead,Latitude: 45.67338,Longitude: -122.69025,20 minutes
Bush's Pasture Loop Hike,https://www.oregonhikers.org/field_guide/Bush%27s_Pasture_Loop_Hike,Easy,2.2 miles,60 feet,https://www.oregonhikers.org/field_guide/Bush%27s_Pasture_Trailhead,Latitude: 44.93029,Longitude: -123.03469,60 minutes
Calloway Creek Loop Hike,https://www.oregonhikers.org/field_guide/Calloway_Creek_Loop_Hike,Easy,4.1 miles,330 feet,https://www.oregonhikers.org/field_guide/Peavy_Arboretum_Trailhead,Latitude: 44.6567,Longitude: -123.2323,85 minutes
Camassia Natural Area Loop Hike,https://www.oregonhikers.org/field_guide/Camassia_Natural_Area_Loop_Hike,Easy,1.4 miles,160 feet,https://www.oregonhikers.org/field_guide/Camassia_Natural_Area_Trailhead,Latitude: 45.35922,Longitude: -122.61824,30 minutes
Canby Logging Road Hike,https://www.oregonhikers.org/field_guide/Canby_Logging_Road_Hike,Easy,7.3 miles,90 feet,https://www.oregonhikers.org/field_guide/Eco_Park_Trailhead,Latitude: 45.2796,Longitude: -122.6790,30 minutes
Canemah Bluff Loop Hike,https://www.oregonhikers.org/field_guide/Canemah_Bluff_Loop_Hike,Easy,2.4 miles,190 feet,https://www.oregonhikers.org/field_guide/Canemah_Children%27s_Park_Trailhead,Latitude: 45.34487,Longitude: -122.62571,30 minutes
Cannon Beach Nature Loop Hike,https://www.oregonhikers.org/field_guide/Cannon_Beach_Nature_Loop_Hike,Easy,2.1 miles,10 feet,https://www.oregonhikers.org/field_guide/Cannon_Beach_Trailhead,Latitude: 45.89748,Longitude: -123.96002,90 minutes
Cape Disappointment Hike,https://www.oregonhikers.org/field_guide/Cape_Disappointment_Hike,Easy,2.9 miles,385 feet,https://www.oregonhikers.org/field_guide/Waikiki_Beach_Trailhead,Latitude: 46.28259,Longitude: -124.05878,135 minutes
Cape Falcon Hike,https://www.oregonhikers.org/field_guide/Cape_Falcon_Hike,Easy,4.8 miles,160 feet,https://www.oregonhikers.org/field_guide/Cape_Falcon_Trailhead,Latitude: 45.76312,Longitude: -123.95607,105 minutes
Cape Flattery Hike,https://www.oregonhikers.org/field_guide/Cape_Flattery_Hike,Easy,1.5 miles,270 feet,https://www.oregonhikers.org/field_guide/Cape_Flattery_Trailhead,Latitude: 48.3849,Longitude: -124.7157,6 hours
Cape Foulweather Hike,https://www.oregonhikers.org/field_guide/Cape_Foulweather_Hike,Easy,0.6 miles,120 feet,https://www.oregonhikers.org/field_guide/Cape_Foulweather_Trailhead,Latitude: 44.77073,Longitude: -124.07278,3 hours
Cape Kiwanda Hike,https://www.oregonhikers.org/field_guide/Cape_Kiwanda_Hike,Easy,2.2 miles,230 feet,https://www.oregonhikers.org/field_guide/Pacific_Avenue_Trailhead,Latitude: 45.20239,Longitude: -123.96697,120 minutes
Cape Lookout South Hike,https://www.oregonhikers.org/field_guide/Cape_Lookout_South_Hike,Easy,3.6 miles,840 feet,https://www.oregonhikers.org/field_guide/Cape_Lookout_Trailhead,Latitude: 45.34132,Longitude: -123.97445,105 minutes
Cape Meares Lighthouse Hike,https://www.oregonhikers.org/field_guide/Cape_Meares_Lighthouse_Hike,Easy,1.7 miles,305 feet,https://www.oregonhikers.org/field_guide/Cape_Meares_Light_Trailhead,Latitude: 45.48588,Longitude: -123.97459,100 minutes
Cape Mountain Loop Hike,https://www.oregonhikers.org/field_guide/Cape_Mountain_Loop_Hike,Easy,3.5 miles,515 feet,https://www.oregonhikers.org/field_guide/Dry_Lake_Trailhead,Latitude: 44.09659,Longitude: -124.07092,3.25 hours
Capitol Lake Loop Hike,https://www.oregonhikers.org/field_guide/Capitol_Lake_Loop_Hike,Easy,2.5 miles,100 feet,https://www.oregonhikers.org/field_guide/Heritage_Park_Trailhead,Latitude: 47.04346,Longitude: -122.90623,2 hours
Carty Lake Hike,https://www.oregonhikers.org/field_guide/Carty_Lake_Hike,Easy,2.8 miles,60 feet,https://www.oregonhikers.org/field_guide/Ridgefield_Trailhead,Latitude: 45.83128,Longitude: -122.74806,45 minutes
Cascade Locks West Loop Hike,https://www.oregonhikers.org/field_guide/Cascade_Locks_West_Loop_Hike,Easy,3 miles,100 feet,https://www.oregonhikers.org/field_guide/Cascade_Locks_Trailhead,Latitude: 45.66177,Longitude: -121.89848,45 minutes
Cascade Streamwatch Loop Hike,https://www.oregonhikers.org/field_guide/Cascade_Streamwatch_Loop_Hike,Easy,4.4 miles,40 feet,https://www.oregonhikers.org/field_guide/Wildwood_Recreation_Area_Trailhead,Latitude: 45.3501,Longitude: -121.9924,60 minutes
Castle Rock Riverfront Hike,https://www.oregonhikers.org/field_guide/Castle_Rock_Riverfront_Hike,Easy,3.5 miles,150 feet,https://www.oregonhikers.org/field_guide/Lions_Pride_Trailhead,Latitude: 46.2649,Longitude: -122.9009,1 hour
Catalpa Lake Hike,https://www.oregonhikers.org/field_guide/Catalpa_Lake_Hike,Easy,1.4 miles,150 feet,https://www.oregonhikers.org/field_guide/Catalpa_Lake_Trailhead,Latitude: 45.21839,Longitude: -121.63230,110 minutes
Cathedral Hills Loop Hike,https://www.oregonhikers.org/field_guide/Cathedral_Hills_Loop_Hike,Easy,3.8 miles,425 feet,https://www.oregonhikers.org/field_guide/Espey_Trailhead,Latitude: 42.39397,Longitude: -123.33391,245 minutes
Cathedral Tree-Coxcomb Hill Hike,https://www.oregonhikers.org/field_guide/Cathedral_Tree-Coxcomb_Hill_Hike,Easy,3 miles,565 feet,https://www.oregonhikers.org/field_guide/Irving_Avenue_Trailhead,Latitude: 46.18689,Longitude: -123.81071,2 hours
Cathedral Trees Loop Hike,https://www.oregonhikers.org/field_guide/Cathedral_Trees_Loop_Hike,Easy,3.3 miles,205 feet,https://www.oregonhikers.org/field_guide/Prairie_Creek_Big_Tree_Trailhead,Latitude: 41.3730,Longitude: -124.0140,6.5 hours
Catherine Creek Arch Loop Hike,https://www.oregonhikers.org/field_guide/Catherine_Creek_Arch_Loop_Hike,Easy,3.4 miles,500 feet,https://www.oregonhikers.org/field_guide/Catherine_Creek_Trailhead,Latitude: 45.71047,Longitude: -121.36214,80 minutes
Catherine Creek State Park Loop Hike,https://www.oregonhikers.org/field_guide/Catherine_Creek_State_Park_Loop_Hike,Easy,2.7 miles,445 feet,https://www.oregonhikers.org/field_guide/Catherine_Creek_Day_Use_Trailhead,Latitude: 45.1513,Longitude: -117.7357,275 minutes
Catherine Creek Universal Access Hike,https://www.oregonhikers.org/field_guide/Catherine_Creek_Universal_Access_Hike,Easy,1.2 miles,90 feet,https://www.oregonhikers.org/field_guide/Catherine_Creek_Trailhead,Latitude: 45.71047,Longitude: -121.36214,80 minutes
Catherine Creek West Loop Hike,https://www.oregonhikers.org/field_guide/Catherine_Creek_West_Loop_Hike,Easy,3.4 miles,"1,040 feet",https://www.oregonhikers.org/field_guide/Catherine_Creek_Trailhead,Latitude: 45.71047,Longitude: -121.36214,80 minutes
Cazadero Trail Hike,https://www.oregonhikers.org/field_guide/Cazadero_Trail_Hike,Easy,6.1 miles,220 feet,https://www.oregonhikers.org/field_guide/Cazadero_Trailhead,Latitude: 45.4291,Longitude: -122.3755,50 minutes
Cedar Butte Hike,https://www.oregonhikers.org/field_guide/Cedar_Butte_Hike,Easy,1.6 miles,780 feet,https://www.oregonhikers.org/field_guide/Cedar_Butte_Trailhead,Latitude: 45.5828,Longitude: -123.6460,80 minutes
Cedar Mill-North Johnson Creek Loop Hike,https://www.oregonhikers.org/field_guide/Cedar_Mill-North_Johnson_Creek_Loop_Hike,Easy,5.1 miles,350 feet,https://www.oregonhikers.org/field_guide/Cedar_Mill_Trailhead,Latitude: 45.52631,Longitude: -122.80084,20 minutes
Cedar Wetlands Hike,https://www.oregonhikers.org/field_guide/Cedar_Wetlands_Hike,Easy,0.4 miles,10 feet,https://www.oregonhikers.org/field_guide/Island_Street_Trailhead,Latitude: 45.60109,Longitude: -123.93747,100 minutes
Champoeg Loop Hike,https://www.oregonhikers.org/field_guide/Champoeg_Loop_Hike,Easy,3.4 miles,120 feet,https://www.oregonhikers.org/field_guide/Champoeg_Visitor_Center_Trailhead,Latitude: 45.24890,Longitude: -122.89250,45 minutes
Champoeg to Butteville Hike,https://www.oregonhikers.org/field_guide/Champoeg_to_Butteville_Hike,Easy,5.8 miles,300 feet,https://www.oregonhikers.org/field_guide/Champoeg_Visitor_Center_Trailhead,Latitude: 45.24890,Longitude: -122.89250,45 minutes
Chehalem Glenn Loop Hike,https://www.oregonhikers.org/field_guide/Chehalem_Glenn_Loop_Hike,Easy,4.1 miles,320 feet,https://www.oregonhikers.org/field_guide/PCC_Newberg_Trailhead,Latitude: 45.2996,Longitude: -122.9398,35 minutes
Chehalis River Discovery Loop Hike,https://www.oregonhikers.org/field_guide/Chehalis_River_Discovery_Loop_Hike,Easy,4 miles,10 feet,https://www.oregonhikers.org/field_guide/Chehalis_River_Discovery_Trailhead,Latitude: 46.7578,Longitude: -123.0183,100 minutes
Chenamus Lake Hike,https://www.oregonhikers.org/field_guide/Chenamus_Lake_Hike,Easy,4.1 miles,485 feet,https://www.oregonhikers.org/field_guide/Placid_Lake_Trailhead,Latitude: 46.04876,Longitude: -121.80935,95 minutes
Chenoweth Tableland Loop Hike,https://www.oregonhikers.org/field_guide/Chenoweth_Tableland_Loop_Hike,Easy,3.5 miles,620 feet,https://www.oregonhikers.org/field_guide/Chenowith_Middle_School_Trailhead,Latitude: 45.62715,Longitude: -121.22913,90 minutes
Chetco Point Hike,https://www.oregonhikers.org/field_guide/Chetco_Point_Hike,Easy,1.1 miles,110 feet,https://www.oregonhikers.org/field_guide/Chetco_Point_Trailhead,Latitude: 42.0474,Longitude: -124.2875,6 hours
Chetco Redwoods Loop Hike,https://www.oregonhikers.org/field_guide/Chetco_Redwoods_Loop_Hike,Easy,2.6 miles,520 feet,https://www.oregonhikers.org/field_guide/Riverview_Trailhead,Latitude: 42.1126,Longitude: -124.1873,370 minutes
Circle Creek Loop Hike,https://www.oregonhikers.org/field_guide/Circle_Creek_Loop_Hike,Easy,3.2 miles,25 feet,https://www.oregonhikers.org/field_guide/Circle_Creek_Trailhead,Latitude: 45.9545,Longitude: -123.9317,80 minutes
Clackamette Loop Hike,https://www.oregonhikers.org/field_guide/Clackamette_Loop_Hike,Easy,4.3 miles,90 feet,https://www.oregonhikers.org/field_guide/Clackamette_Park_Trailhead,Latitude: 45.3717,Longitude: -122.6026,25 minutes
Clarno Palisades Hike,https://www.oregonhikers.org/field_guide/Clarno_Palisades_Hike,Easy,1.2 miles,465 feet,https://www.oregonhikers.org/field_guide/Clarno_Palisades_Trailhead,Latitude: 44.91149,Longitude: -120.41555,3.25 hours
Clatsop Loop Hike,https://www.oregonhikers.org/field_guide/Clatsop_Loop_Hike,Easy,3 miles,785 feet,https://www.oregonhikers.org/field_guide/Indian_Beach_Trailhead,Latitude: 45.9310,Longitude: -123.9783,90 minutes
Clatsop Spit Loop Hike,https://www.oregonhikers.org/field_guide/Clatsop_Spit_Loop_Hike,Easy,4.6 miles,10 feet,https://www.oregonhikers.org/field_guide/Clatsop_Spit_Trailhead,Latitude: 46.226373,Longitude: -123.99053,2 hours
Coastal Forest Loop Hike,https://www.oregonhikers.org/field_guide/Coastal_Forest_Loop_Hike,Easy,1.5 miles,130 feet,https://www.oregonhikers.org/field_guide/Coastal_Forest_Trailhead,Latitude: 46.28433,Longitude: -124.05436,135 minutes
Coffenbury Lake Loop Hike,https://www.oregonhikers.org/field_guide/Coffenbury_Lake_Loop_Hike,Easy,2.4 miles,35 feet,https://www.oregonhikers.org/field_guide/Coffenbury_Lake_Trailhead,Latitude: 46.17853,Longitude: -123.96584,120 minutes
Coffin Butte Hike,https://www.oregonhikers.org/field_guide/Coffin_Butte_Hike,Easy,1.7 miles,445 feet,https://www.oregonhikers.org/field_guide/Coffin_Butte_Trailhead,Latitude: 44.7050,Longitude: -123.2222,90 minutes
Collier State Park Loop Hike,https://www.oregonhikers.org/field_guide/Collier_State_Park_Loop_Hike,Easy,4.1 miles,115 feet,https://www.oregonhikers.org/field_guide/Collier_State_Park_Trailhead,Latitude: 42.6424,Longitude: -121.8814,250 minutes
Columbia Children's Arboretum Loop Hike,https://www.oregonhikers.org/field_guide/Columbia_Children%27s_Arboretum_Loop_Hike,Easy,1 miles,5 feet,https://www.oregonhikers.org/field_guide/Columbia_Children%27s_Arboretum_Trailhead,Latitude: 45.5961,Longitude: -122.6618,10 minutes
Columbia River Dike Hike,https://www.oregonhikers.org/field_guide/Columbia_River_Dike_Hike,Easy,6.4 miles,30 feet,https://www.oregonhikers.org/field_guide/Steamboat_Landing_Trailhead,Latitude: 45.57617,Longitude: -122.35556,25 minutes
Columbia Springs Hike,https://www.oregonhikers.org/field_guide/Columbia_Springs_Hike,Easy,3.1 miles,165 feet,https://www.oregonhikers.org/field_guide/Columbia_Springs_Trailhead,Latitude: 45.59969,Longitude: -122.54708,20 minutes
Columbian White-tailed Deer Refuge Loop Hike,https://www.oregonhikers.org/field_guide/Columbian_White-tailed_Deer_Refuge_Loop_Hike,Easy,6.1 miles,10 feet,https://www.oregonhikers.org/field_guide/Indian_Jack_Slough_Trailhead,Latitude: 46.23240,Longitude: -123.39961,95 minutes
Commonwealth Lake Loop Hike,https://www.oregonhikers.org/field_guide/Commonwealth_Lake_Loop_Hike,Easy,1.7 miles,75 feet,https://www.oregonhikers.org/field_guide/Butner_Road_Trailhead,Latitude: 45.513411,Longitude: -122.805997,20 minutes
Constitution Grove Loop Hike,https://www.oregonhikers.org/field_guide/Constitution_Grove_Loop_Hike,Easy,0.4 miles,50 feet,https://www.oregonhikers.org/field_guide/Constitution_Grove_Trailhead,Latitude: 43.8815,Longitude: -122.1190,3.5 hours
Cook and Durham City Parks Hike,https://www.oregonhikers.org/field_guide/Cook_and_Durham_City_Parks_Hike,Easy,5.7 miles,180 feet,https://www.oregonhikers.org/field_guide/Cook_Park_Trailhead,Latitude: 45.39715,Longitude: -122.77316,15 minutes
